"id" ;"ari_text" ;"score" ;"characters_count" ;"coleman_liau_text" ;"complexwords_text" ;"flesch_kincaid_text" ;"flesch_reading_text" ;"gunning_fog_text" ;"sentences_text" ;"smog_index_text" ;"smog_text" ;"syllables_text" ;"words_text" ;"good" ;"total_links" ;"doicount" ;"selfreferencecount" ;"wikipediacount" ;"naturecount" ;"comm_name"
4,219 ;18.03 ;5 ;1,154 ;10.143 ;42 ;16.842 ;40.976 ;21.2 ;7 ;16.416 ;17.122 ;396 ;262 ;yes ;2 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,220 ;9.885 ;12 ;176 ;10.48 ;5 ;9.52 ;60.65 ;12.8 ;2 ;11.66 ;12.162 ;57 ;38 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,222 ;12.254 ;8 ;1,681 ;9.816 ;58 ;12.194 ;51.807 ;15.6 ;15 ;13.77 ;14.363 ;571 ;372 ;yes ;4 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,223 ;12.045 ;6 ;532 ;10.93 ;14 ;11.185 ;55.124 ;13.6 ;5 ;12.165 ;12.688 ;172 ;113 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,224 ;9.919 ;11 ;365 ;9.741 ;12 ;11.1 ;51.548 ;13.6 ;4 ;12.487 ;13.024 ;129 ;81 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,225 ;10.559 ;3 ;673 ;9.984 ;22 ;10.914 ;54.474 ;14 ;7 ;12.71 ;13.257 ;229 ;148 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,227 ;5.702 ;4 ;1,713 ;6.884 ;37 ;7.281 ;72.043 ;9.6 ;26 ;9.534 ;9.944 ;595 ;426 ;yes ;2 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,228 ;9.631 ;5 ;427 ;10.537 ;14 ;10.44 ;52.983 ;13.2 ;5 ;12.165 ;12.688 ;147 ;92 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,229 ;12.07 ;4 ;1,416 ;10.279 ;51 ;12.997 ;44.076 ;15.6 ;13 ;13.849 ;14.444 ;505 ;308 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,230 ;11.733 ;9 ;1,668 ;10.72 ;61 ;12.448 ;45.558 ;15.6 ;16 ;13.695 ;14.284 ;585 ;357 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,231 ;12.838 ;0 ;466 ;10.109 ;21 ;14.253 ;38.294 ;18 ;4 ;15.55 ;16.219 ;172 ;102 ;no ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,234 ;10.856 ;4 ;1,829 ;9.159 ;49 ;10.661 ;59.693 ;13.6 ;18 ;12.037 ;12.555 ;607 ;415 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,236 ;12.111 ;8 ;346 ;8.053 ;11 ;12.626 ;53.223 ;16 ;3 ;13.488 ;14.068 ;122 ;82 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,239 ;11.152 ;9 ;987 ;10.752 ;34 ;11.821 ;47.893 ;14.8 ;10 ;13.1 ;13.663 ;343 ;211 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,241 ;18.701 ;1 ;1,857 ;12.102 ;81 ;18.025 ;29.304 ;22 ;11 ;17.863 ;18.631 ;655 ;392 ;yes ;4 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,243 ;8.762 ;2 ;870 ;8.075 ;26 ;10.201 ;58.615 ;12.8 ;10 ;11.832 ;12.341 ;310 ;206 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,245 ;4.215 ;2 ;138 ;7.601 ;5 ;7.745 ;58.533 ;10 ;3 ;10.071 ;10.504 ;52 ;32 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,247 ;10.992 ;2 ;398 ;10.145 ;16 ;12.559 ;43.759 ;15.6 ;4 ;13.954 ;14.555 ;145 ;87 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,248 ;11.024 ;4 ;647 ;7.319 ;25 ;12.007 ;55.884 ;16.4 ;6 ;14.18 ;14.79 ;232 ;158 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,249 ;7.928 ;5 ;95 ;12.286 ;4 ;8.898 ;47.3 ;12.4 ;2 ;10.746 ;11.208 ;32 ;18 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,250 ;25.966 ;3 ;476 ;12.52 ;13 ;21.713 ;27.556 ;24.8 ;2 ;16.964 ;17.694 ;151 ;99 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,251 ;11.224 ;0 ;113 ;3.776 ;3 ;12.941 ;62.843 ;16.8 ;1 ;12.487 ;13.024 ;44 ;34 ;no ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,253 ;15.017 ;3 ;1,508 ;10.793 ;43 ;14.093 ;48.103 ;16.8 ;11 ;13.829 ;14.424 ;505 ;334 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,256 ;11.498 ;39 ;2,310 ;11.138 ;97 ;12.827 ;40.811 ;16 ;23 ;14.248 ;14.861 ;832 ;487 ;yes ;3 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,262 ;15.571 ;9 ;1,608 ;12.797 ;71 ;15.313 ;32.776 ;19.2 ;12 ;16.323 ;17.025 ;556 ;320 ;yes ;4 ;0 ;0 ;4 ;0 ;biology.stackexchange.com
4,264 ;6.838 ;7 ;209 ;10.828 ;10 ;9.733 ;44.431 ;13.2 ;4 ;11.66 ;12.162 ;77 ;43 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,265 ;12.182 ;2 ;987 ;10.366 ;28 ;11.604 ;54.219 ;14.4 ;9 ;12.661 ;13.205 ;325 ;214 ;yes ;3 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,266 ;7.944 ;2 ;148 ;9.616 ;6 ;9.439 ;56.778 ;13.6 ;2 ;12.487 ;13.024 ;52 ;33 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,269 ;15.912 ;4 ;566 ;11.452 ;28 ;16.015 ;32.786 ;20.8 ;4 ;17.491 ;18.244 ;201 ;118 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,270 ;8.38 ;3 ;1,659 ;10.881 ;58 ;9.182 ;56.568 ;12.4 ;23 ;11.698 ;12.201 ;562 ;353 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,271 ;12.937 ;3 ;2,124 ;11.762 ;86 ;13.471 ;39.539 ;16.8 ;19 ;14.653 ;15.283 ;745 ;438 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,272 ;13.343 ;7 ;616 ;9.302 ;22 ;14.692 ;39.241 ;16.8 ;5 ;14.489 ;15.112 ;229 ;139 ;yes ;3 ;0 ;0 ;3 ;0 ;biology.stackexchange.com
4,274 ;13.169 ;2 ;1,156 ;11.336 ;41 ;13.303 ;42.787 ;16 ;10 ;14.091 ;14.697 ;399 ;242 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,276 ;11.241 ;1 ;484 ;11.425 ;18 ;11.215 ;50.637 ;14.8 ;5 ;13.392 ;13.968 ;162 ;101 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,277 ;9.93 ;1 ;1,066 ;10.381 ;39 ;11.227 ;48.86 ;14 ;12 ;12.874 ;13.428 ;378 ;231 ;yes ;4 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
4,282 ;11.132 ;9 ;2,255 ;10.871 ;81 ;11.65 ;48.706 ;14.4 ;23 ;13.279 ;13.85 ;777 ;480 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,283 ;10.758 ;1 ;398 ;9.54 ;17 ;12.18 ;47.37 ;16.4 ;4 ;14.292 ;14.906 ;144 ;89 ;yes ;2 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
4,284 ;11.239 ;8 ;1,789 ;10.784 ;57 ;11.715 ;48.871 ;14 ;18 ;12.747 ;13.295 ;616 ;382 ;yes ;3 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
4,285 ;13.576 ;8 ;498 ;9.625 ;16 ;13.517 ;47.577 ;16.4 ;4 ;13.954 ;14.555 ;172 ;111 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,286 ;18.883 ;14 ;690 ;9.133 ;26 ;18.763 ;33.124 ;22 ;4 ;16.964 ;17.694 ;255 ;163 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,288 ;6.875 ;2 ;527 ;6.895 ;9 ;7.742 ;72.887 ;9.6 ;7 ;9.211 ;9.607 ;178 ;131 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,289 ;8.559 ;3 ;2,132 ;9.749 ;71 ;9.204 ;60.276 ;12.8 ;27 ;11.882 ;12.393 ;720 ;473 ;yes ;3 ;0 ;0 ;1 ;1 ;biology.stackexchange.com
4,290 ;9.768 ;4 ;568 ;8.354 ;12 ;9.557 ;66.023 ;12.4 ;6 ;10.746 ;11.208 ;186 ;133 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,293 ;9.954 ;6 ;1,842 ;9.598 ;72 ;11.172 ;51.564 ;14.8 ;20 ;13.392 ;13.968 ;653 ;411 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,294 ;10.741 ;6 ;1,461 ;10.092 ;47 ;10.983 ;54.316 ;14 ;15 ;12.695 ;13.241 ;495 ;320 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,295 ;12.899 ;1 ;1,222 ;7.934 ;30 ;12.506 ;57.23 ;15.6 ;10 ;12.487 ;13.024 ;413 ;291 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,299 ;11.693 ;10 ;310 ;10.865 ;9 ;11.763 ;49.914 ;14 ;3 ;12.487 ;13.024 ;105 ;66 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,300 ;9.844 ;6 ;382 ;12.805 ;20 ;13.938 ;22.207 ;16.4 ;5 ;13.954 ;14.555 ;152 ;76 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,302 ;10.614 ;5 ;1,190 ;9.256 ;36 ;10.743 ;57.968 ;14 ;12 ;12.487 ;13.024 ;401 ;269 ;yes ;4 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,305 ;10.06 ;3 ;382 ;12.2 ;17 ;12.129 ;34.818 ;14.8 ;5 ;13.1 ;13.663 ;139 ;75 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,306 ;4.238 ;7 ;238 ;5.451 ;4 ;6.473 ;76.706 ;8.4 ;4 ;8.477 ;8.842 ;85 ;63 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,308 ;11.308 ;4 ;2,672 ;11.055 ;92 ;11.869 ;47.24 ;14.4 ;27 ;13.111 ;13.674 ;924 ;565 ;yes ;3 ;0 ;0 ;3 ;0 ;biology.stackexchange.com
4,309 ;12.109 ;8 ;1,221 ;9.738 ;38 ;12.35 ;50.403 ;15.2 ;11 ;13.18 ;13.747 ;421 ;271 ;yes ;3 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,310 ;10.417 ;5 ;458 ;12.855 ;26 ;12.255 ;33.323 ;17.2 ;6 ;14.402 ;15.021 ;165 ;88 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,311 ;11.473 ;3 ;809 ;10.904 ;26 ;11.936 ;47.783 ;14.4 ;8 ;12.874 ;13.428 ;279 ;172 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,313 ;13.74 ;2 ;1,148 ;12.987 ;46 ;13.64 ;37.701 ;16.8 ;10 ;14.747 ;15.382 ;392 ;227 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,316 ;4.509 ;4 ;220 ;6.196 ;7 ;6.282 ;74.066 ;10 ;4 ;10.246 ;10.686 ;76 ;54 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,320 ;12.847 ;16 ;611 ;7.682 ;19 ;12.733 ;56.137 ;16.4 ;5 ;13.677 ;14.265 ;210 ;147 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,321 ;25.873 ;2 ;459 ;8.338 ;16 ;23.739 ;24.606 ;28 ;2 ;18.492 ;19.287 ;166 ;112 ;yes ;4 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,322 ;15.538 ;2 ;695 ;11.047 ;26 ;15.302 ;37.721 ;18.4 ;5 ;15.49 ;16.156 ;242 ;147 ;yes ;3 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,324 ;11.614 ;1 ;1,762 ;10.583 ;59 ;11.785 ;50.275 ;14.8 ;17 ;13.204 ;13.772 ;600 ;379 ;yes ;6 ;0 ;0 ;3 ;0 ;biology.stackexchange.com
4,325 ;10.231 ;2 ;1,926 ;9.1 ;54 ;10.57 ;58.286 ;13.2 ;20 ;12 ;12.516 ;654 ;438 ;yes ;3 ;0 ;0 ;1 ;1 ;biology.stackexchange.com
4,328 ;9.513 ;7 ;1,238 ;9.524 ;32 ;9.592 ;61.532 ;12 ;14 ;11.281 ;11.766 ;410 ;277 ;yes ;2 ;2 ;0 ;0 ;0 ;biology.stackexchange.com
4,329 ;10.868 ;5 ;598 ;13.049 ;23 ;11.984 ;39.166 ;14 ;7 ;12.928 ;13.484 ;210 ;118 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,332 ;20.728 ;4 ;564 ;8.991 ;18 ;19.882 ;32.073 ;22.8 ;3 ;16.416 ;17.122 ;205 ;134 ;yes ;6 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
4,335 ;10.104 ;5 ;462 ;9.878 ;17 ;11.686 ;47.617 ;14.4 ;5 ;13.1 ;13.663 ;167 ;102 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,339 ;9.479 ;5 ;264 ;9.555 ;7 ;10.08 ;57.822 ;12 ;3 ;11.367 ;11.855 ;90 ;59 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,343 ;9.569 ;19 ;535 ;9.46 ;12 ;10.303 ;56.815 ;12 ;6 ;10.746 ;11.208 ;184 ;120 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,344 ;11.62 ;9 ;1,569 ;7.648 ;40 ;11.86 ;58.125 ;14.8 ;14 ;12.258 ;12.785 ;542 ;378 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,345 ;22.486 ;3 ;1,221 ;9.523 ;36 ;21.484 ;25.338 ;23.6 ;6 ;16.416 ;17.122 ;448 ;284 ;yes ;5 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,355 ;17.223 ;1 ;3,120 ;11.465 ;128 ;16.741 ;35.06 ;20.4 ;20 ;16.856 ;17.581 ;1,096 ;674 ;yes ;11 ;0 ;1 ;2 ;0 ;biology.stackexchange.com
4,409 ;11.887 ;28 ;1,750 ;11.44 ;58 ;11.922 ;47.828 ;14.4 ;17 ;13.117 ;13.681 ;592 ;365 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,554 ;14.451 ;4 ;3,146 ;10.172 ;110 ;14.502 ;42.076 ;17.6 ;24 ;14.726 ;15.359 ;1,102 ;687 ;yes ;9 ;0 ;0 ;4 ;0 ;biology.stackexchange.com
4,561 ;8.326 ;13 ;2,529 ;9.8 ;93 ;9.74 ;55.459 ;12.8 ;33 ;12.195 ;12.719 ;888 ;560 ;yes ;5 ;2 ;0 ;0 ;0 ;biology.stackexchange.com
4,573 ;15.62 ;14 ;857 ;10.628 ;31 ;15.544 ;40.316 ;18.8 ;6 ;15.45 ;16.114 ;303 ;191 ;yes ;2 ;0 ;1 ;1 ;0 ;biology.stackexchange.com
4,579 ;24.573 ;1 ;640 ;6.505 ;14 ;21.95 ;38.025 ;25.6 ;3 ;14.832 ;15.47 ;223 ;169 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,580 ;13.252 ;1 ;567 ;15.941 ;30 ;14.524 ;21.209 ;18.4 ;6 ;15.247 ;15.903 ;203 ;102 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,582 ;7.915 ;2 ;318 ;8.174 ;14 ;10.288 ;54.7 ;14.4 ;4 ;13.247 ;13.817 ;118 ;75 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,583 ;12.17 ;4 ;679 ;9.17 ;24 ;12.733 ;49.489 ;16 ;6 ;13.954 ;14.555 ;239 ;154 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,588 ;7.232 ;1 ;330 ;5.287 ;10 ;8.545 ;72.987 ;13.2 ;4 ;11.66 ;12.162 ;116 ;88 ;yes ;4 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,589 ;11.227 ;6 ;200 ;10.595 ;8 ;12.279 ;45.324 ;15.6 ;2 ;13.954 ;14.555 ;71 ;43 ;yes ;2 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,592 ;19.082 ;1 ;863 ;11.976 ;35 ;18.415 ;28.224 ;22 ;5 ;17.491 ;18.244 ;306 ;183 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,594 ;16.062 ;22 ;5,212 ;12.188 ;200 ;15.997 ;31.352 ;18.4 ;37 ;15.734 ;16.411 ;1,833 ;1,059 ;yes ;5 ;0 ;0 ;5 ;0 ;biology.stackexchange.com
4,596 ;11.131 ;6 ;595 ;10.579 ;28 ;13.657 ;35.149 ;16.8 ;6 ;14.832 ;15.47 ;227 ;128 ;yes ;3 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
4,598 ;8.073 ;7 ;1,643 ;8.869 ;52 ;9.471 ;59.133 ;12 ;21 ;11.619 ;12.119 ;577 ;377 ;yes ;5 ;4 ;0 ;1 ;0 ;biology.stackexchange.com
4,600 ;6.966 ;4 ;178 ;9.79 ;8 ;8.292 ;58.173 ;13.2 ;3 ;11.944 ;12.458 ;61 ;38 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,601 ;7.882 ;0 ;262 ;10.258 ;11 ;9.082 ;54.442 ;13.2 ;4 ;12.083 ;12.603 ;90 ;55 ;no ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,603 ;15.157 ;2 ;2,869 ;12.64 ;89 ;14.177 ;39.893 ;16.4 ;22 ;14.017 ;14.619 ;953 ;574 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,605 ;10.58 ;1 ;593 ;9.265 ;20 ;11.348 ;53.479 ;14.4 ;6 ;13 ;13.559 ;207 ;134 ;yes ;1 ;0 ;0 ;0 ;1 ;biology.stackexchange.com
4,607 ;8.577 ;3 ;1,336 ;9.875 ;42 ;9.938 ;54.722 ;12.4 ;17 ;11.609 ;12.108 ;469 ;295 ;yes ;4 ;0 ;0 ;4 ;0 ;biology.stackexchange.com
4,609 ;12.263 ;1 ;867 ;10.953 ;34 ;12.747 ;44.636 ;16.4 ;8 ;14.292 ;14.906 ;302 ;184 ;yes ;2 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,613 ;11.193 ;2 ;404 ;10.24 ;12 ;11.495 ;51.837 ;14 ;4 ;12.487 ;13.024 ;138 ;88 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,614 ;14.035 ;6 ;3,959 ;10.003 ;137 ;14.086 ;44.059 ;17.2 ;31 ;14.514 ;15.139 ;1,381 ;870 ;yes ;10 ;0 ;0 ;3 ;0 ;biology.stackexchange.com
4,615 ;9.323 ;7 ;779 ;9.57 ;25 ;10.26 ;55.936 ;13.2 ;9 ;12.129 ;12.65 ;270 ;174 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,618 ;16.641 ;9 ;551 ;14.709 ;27 ;17.136 ;18.07 ;20.4 ;4 ;17.23 ;17.971 ;198 ;103 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,619 ;14.338 ;9 ;734 ;12.61 ;30 ;14.274 ;36.363 ;17.6 ;6 ;15.247 ;15.903 ;253 ;147 ;yes ;3 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,620 ;6.584 ;3 ;218 ;6.978 ;5 ;7.163 ;75.765 ;10.8 ;3 ;10.071 ;10.504 ;72 ;54 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,623 ;11.956 ;10 ;1,358 ;8.432 ;54 ;13.287 ;46.85 ;17.2 ;12 ;14.619 ;15.248 ;499 ;317 ;yes ;4 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,625 ;14.366 ;7 ;3,194 ;12.549 ;130 ;14.569 ;34.52 ;17.6 ;26 ;15.247 ;15.903 ;1,116 ;641 ;yes ;6 ;0 ;0 ;4 ;0 ;biology.stackexchange.com
4,626 ;13.339 ;5 ;1,346 ;9.626 ;42 ;13.494 ;46.895 ;16.4 ;11 ;13.703 ;14.292 ;469 ;300 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,627 ;10.237 ;-2 ;1,137 ;9.566 ;32 ;10.969 ;54.121 ;13.2 ;12 ;11.944 ;12.458 ;394 ;254 ;no ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,628 ;17.376 ;3 ;1,428 ;10.567 ;62 ;17.875 ;30.036 ;21.6 ;9 ;17.376 ;18.123 ;531 ;319 ;yes ;4 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
4,632 ;13.865 ;4 ;1,003 ;10.299 ;36 ;14.199 ;41.798 ;17.2 ;8 ;14.619 ;15.248 ;354 ;218 ;yes ;3 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,633 ;9.854 ;7 ;811 ;9.886 ;27 ;10.823 ;52.895 ;13.6 ;9 ;12.487 ;13.024 ;283 ;179 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,635 ;11.807 ;2 ;1,310 ;9.445 ;53 ;12.949 ;45.859 ;16.8 ;12 ;14.511 ;15.135 ;473 ;294 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,637 ;19.525 ;7 ;1,067 ;10.717 ;41 ;18.237 ;34.667 ;22.4 ;6 ;17.318 ;18.063 ;370 ;237 ;yes ;4 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
4,638 ;10.001 ;1 ;182 ;10 ;9 ;12.565 ;40.6 ;16.8 ;2 ;14.619 ;15.248 ;69 ;40 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,640 ;10.384 ;2 ;482 ;13.084 ;14 ;10.21 ;50.061 ;11.6 ;6 ;11.367 ;11.855 ;158 ;95 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,641 ;12.325 ;4 ;385 ;13.844 ;17 ;11.876 ;42.866 ;16 ;4 ;14.292 ;14.906 ;127 ;74 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,642 ;10.666 ;3 ;847 ;10.763 ;30 ;11.681 ;47.136 ;14.4 ;9 ;13 ;13.559 ;298 ;181 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,643 ;9.774 ;15 ;753 ;8.544 ;19 ;10.473 ;58.94 ;12.4 ;8 ;11.441 ;11.933 ;260 ;175 ;yes ;2 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,644 ;12.869 ;3 ;1,083 ;12.461 ;39 ;11.749 ;49.658 ;15.2 ;10 ;13.817 ;14.411 ;348 ;218 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,646 ;10.004 ;3 ;1,006 ;9.891 ;41 ;11.31 ;49.923 ;15.2 ;11 ;13.574 ;14.158 ;358 ;222 ;yes ;2 ;2 ;0 ;0 ;0 ;biology.stackexchange.com
4,647 ;12.243 ;6 ;1,840 ;8.7 ;54 ;12.678 ;51.481 ;15.2 ;16 ;13.062 ;13.624 ;645 ;425 ;yes ;5 ;0 ;0 ;3 ;0 ;biology.stackexchange.com
4,648 ;15.354 ;8 ;2,449 ;11.484 ;91 ;15.404 ;35.086 ;18 ;18 ;15.315 ;15.974 ;862 ;510 ;yes ;6 ;0 ;0 ;3 ;0 ;biology.stackexchange.com
4,650 ;5.464 ;2 ;699 ;6.998 ;18 ;6.982 ;73.019 ;10 ;11 ;10.006 ;10.437 ;241 ;173 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,651 ;9.121 ;0 ;447 ;8.275 ;11 ;9.794 ;62.246 ;12.4 ;5 ;11.124 ;11.602 ;153 ;105 ;no ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,652 ;8.801 ;16 ;2,443 ;11.304 ;115 ;10.097 ;50.307 ;14.8 ;33 ;13.225 ;13.794 ;852 ;512 ;yes ;5 ;1 ;0 ;0 ;0 ;biology.stackexchange.com
4,655 ;15.06 ;17 ;4,633 ;13.724 ;205 ;16.061 ;22.952 ;18.4 ;37 ;15.892 ;16.576 ;1,684 ;894 ;yes ;12 ;0 ;0 ;5 ;0 ;biology.stackexchange.com
4,657 ;4.48 ;2 ;143 ;7.723 ;5 ;6.579 ;67.488 ;10.4 ;3 ;10.071 ;10.504 ;50 ;33 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
4,658 ;5.795 ;5 ;1,005 ;6.783 ;24 ;7.86 ;68.512 ;10 ;15 ;9.928 ;10.355 ;360 ;251 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,660 ;4.473 ;7 ;498 ;6.047 ;7 ;5.569 ;79.476 ;7.2 ;9 ;7.83 ;8.167 ;165 ;123 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,663 ;16.307 ;12 ;1,035 ;11.294 ;39 ;16.979 ;30.578 ;19.6 ;7 ;15.928 ;16.613 ;382 ;225 ;yes ;3 ;0 ;0 ;3 ;0 ;biology.stackexchange.com
4,664 ;6.392 ;2 ;577 ;7.753 ;21 ;7.829 ;65.254 ;11.6 ;9 ;11.367 ;11.855 ;199 ;133 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,666 ;6.656 ;0 ;325 ;8.068 ;11 ;8.998 ;56.91 ;11.2 ;5 ;11.124 ;11.602 ;118 ;74 ;no ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,667 ;7.504 ;3 ;1,101 ;9.887 ;53 ;9.708 ;52.509 ;14.4 ;16 ;12.969 ;13.526 ;399 ;243 ;yes ;6 ;6 ;0 ;0 ;0 ;biology.stackexchange.com
4,668 ;8.522 ;6 ;777 ;9.963 ;28 ;9.987 ;53.921 ;13.2 ;10 ;12.165 ;12.688 ;274 ;171 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
4,669 ;19.08 ;4 ;1,192 ;13.332 ;49 ;18.989 ;20.242 ;21.6 ;7 ;17.491 ;18.244 ;432 ;241 ;yes ;5 ;0 ;0 ;3 ;0 ;biology.stackexchange.com
