"id" ;"ari_text" ;"score" ;"characters_count" ;"coleman_liau_text" ;"complexwords_text" ;"flesch_kincaid_text" ;"flesch_reading_text" ;"gunning_fog_text" ;"sentences_text" ;"smog_index_text" ;"smog_text" ;"syllables_text" ;"words_text" ;"good" ;"total_links" ;"comm_name"
39,911 ;5.763 ;18 ;511 ;8.146 ;21 ;8.561 ;56.642 ;12 ;9 ;11.367 ;11.855 ;188 ;116 ;yes ;0 ;chemistry.stackexchange.com
39,912 ;10.945 ;18 ;816 ;12.153 ;26 ;11.507 ;45.415 ;13.2 ;9 ;12.309 ;12.839 ;280 ;166 ;yes ;0 ;chemistry.stackexchange.com
39,914 ;4.282 ;14 ;232 ;4.975 ;10 ;9.73 ;52.02 ;12.4 ;4 ;11.66 ;12.162 ;99 ;60 ;yes ;2 ;chemistry.stackexchange.com
39,916 ;14.255 ;4 ;3,695 ;9.956 ;152 ;15.688 ;36.338 ;18.8 ;28 ;15.762 ;16.439 ;1,397 ;845 ;yes ;16 ;chemistry.stackexchange.com
39,917 ;5.54 ;2 ;113 ;7.799 ;8 ;8.995 ;53.725 ;17.2 ;2 ;13.954 ;14.555 ;43 ;26 ;yes ;0 ;chemistry.stackexchange.com
39,918 ;11.649 ;3 ;294 ;12.061 ;14 ;11.68 ;46.945 ;17.2 ;3 ;14.832 ;15.47 ;99 ;60 ;yes ;2 ;chemistry.stackexchange.com
39,920 ;8.124 ;5 ;319 ;8.591 ;10 ;9.803 ;57.728 ;12.4 ;4 ;11.66 ;12.162 ;114 ;74 ;yes ;2 ;chemistry.stackexchange.com
39,921 ;14.774 ;3 ;264 ;10.967 ;12 ;15.137 ;36.408 ;19.6 ;2 ;16.416 ;17.122 ;94 ;56 ;yes ;2 ;chemistry.stackexchange.com
39,922 ;7.011 ;-1 ;336 ;10.472 ;14 ;9.189 ;49.965 ;12.4 ;6 ;11.367 ;11.855 ;120 ;70 ;no ;0 ;chemistry.stackexchange.com
39,923 ;18.025 ;1 ;630 ;3.527 ;17 ;18.31 ;49.281 ;22.4 ;4 ;14.292 ;14.906 ;247 ;192 ;yes ;0 ;chemistry.stackexchange.com
39,928 ;7.299 ;15 ;668 ;5.058 ;17 ;9.771 ;65.088 ;12.4 ;8 ;10.984 ;11.457 ;253 ;180 ;yes ;1 ;chemistry.stackexchange.com
39,929 ;15.72 ;2 ;1,403 ;11.212 ;53 ;14.835 ;41.246 ;18.4 ;10 ;15.61 ;16.281 ;473 ;295 ;yes ;1 ;chemistry.stackexchange.com
39,931 ;7.304 ;1 ;774 ;10.341 ;29 ;8.864 ;53.709 ;11.6 ;13 ;11.181 ;11.662 ;269 ;162 ;yes ;1 ;chemistry.stackexchange.com
39,933 ;18.106 ;5 ;4,882 ;14.5 ;196 ;17.064 ;27.245 ;20 ;31 ;16.772 ;17.494 ;1,666 ;949 ;yes ;0 ;chemistry.stackexchange.com
39,935 ;12.113 ;13 ;1,425 ;10.188 ;46 ;13.053 ;44.092 ;14.8 ;13 ;13.303 ;13.875 ;509 ;311 ;yes ;0 ;chemistry.stackexchange.com
39,937 ;11.219 ;6 ;1,175 ;11.106 ;42 ;12.692 ;40.878 ;14.4 ;12 ;13.247 ;13.817 ;425 ;248 ;yes ;0 ;chemistry.stackexchange.com
39,938 ;12.994 ;19 ;1,274 ;10.788 ;34 ;12.187 ;51.727 ;14.4 ;11 ;12.63 ;13.173 ;418 ;272 ;yes ;3 ;chemistry.stackexchange.com
39,940 ;9.486 ;20 ;391 ;6.23 ;14 ;13.04 ;46.1 ;15.6 ;4 ;13.247 ;13.817 ;160 ;100 ;yes ;2 ;chemistry.stackexchange.com
39,941 ;12.29 ;3 ;1,387 ;11.468 ;53 ;12.76 ;43.173 ;16 ;13 ;14.059 ;14.664 ;482 ;289 ;yes ;0 ;chemistry.stackexchange.com
39,942 ;11.188 ;4 ;924 ;9.748 ;30 ;12.461 ;46.292 ;14.4 ;9 ;13 ;13.559 ;333 ;205 ;yes ;0 ;chemistry.stackexchange.com
39,944 ;7.486 ;4 ;437 ;8.939 ;15 ;8.846 ;61.326 ;12.4 ;6 ;11.66 ;12.162 ;152 ;100 ;yes ;0 ;chemistry.stackexchange.com
39,946 ;5.598 ;1 ;733 ;4.057 ;20 ;8.729 ;69.346 ;11.6 ;10 ;10.746 ;11.208 ;285 ;207 ;yes ;0 ;chemistry.stackexchange.com
39,948 ;12.274 ;3 ;1,075 ;11.217 ;45 ;13.221 ;40.525 ;16.4 ;10 ;14.619 ;15.248 ;383 ;226 ;yes ;2 ;chemistry.stackexchange.com
39,950 ;13.974 ;0 ;703 ;12.989 ;27 ;13.564 ;39.075 ;16.8 ;6 ;14.619 ;15.248 ;237 ;139 ;no ;1 ;chemistry.stackexchange.com
39,952 ;11.19 ;12 ;875 ;11.21 ;42 ;13.29 ;36.195 ;16.8 ;9 ;14.832 ;15.47 ;326 ;184 ;yes ;0 ;chemistry.stackexchange.com
39,954 ;7.412 ;14 ;354 ;9.263 ;11 ;8.498 ;62.638 ;11.6 ;5 ;11.124 ;11.602 ;121 ;80 ;yes ;0 ;chemistry.stackexchange.com
39,957 ;6.438 ;6 ;917 ;5.336 ;24 ;8.251 ;72.125 ;11.6 ;12 ;10.746 ;11.208 ;329 ;244 ;yes ;1 ;chemistry.stackexchange.com
39,959 ;7.908 ;2 ;891 ;7.723 ;29 ;9.201 ;63.747 ;12.8 ;11 ;11.893 ;12.405 ;312 ;214 ;yes ;2 ;chemistry.stackexchange.com
39,961 ;9.278 ;3 ;913 ;8.096 ;29 ;10.37 ;59.186 ;13.6 ;10 ;12.327 ;12.858 ;321 ;216 ;yes ;0 ;chemistry.stackexchange.com
39,963 ;7.733 ;2 ;1,676 ;8.642 ;51 ;9.536 ;58.109 ;12 ;22 ;11.339 ;11.827 ;600 ;388 ;yes ;3 ;chemistry.stackexchange.com
39,967 ;6.981 ;9 ;2,184 ;9.225 ;75 ;8.43 ;58.844 ;11.2 ;35 ;11.018 ;11.492 ;755 ;476 ;yes ;0 ;chemistry.stackexchange.com
39,969 ;12.757 ;19 ;787 ;11.124 ;30 ;13.349 ;41.595 ;16.4 ;7 ;14.339 ;14.956 ;277 ;166 ;yes ;3 ;chemistry.stackexchange.com
39,970 ;6.237 ;0 ;586 ;8.211 ;19 ;8.09 ;64.372 ;11.2 ;9 ;10.958 ;11.43 ;207 ;138 ;no ;0 ;chemistry.stackexchange.com
39,971 ;12.015 ;3 ;1,489 ;10.866 ;50 ;11.518 ;52.816 ;14.8 ;14 ;13.351 ;13.925 ;491 ;317 ;yes ;0 ;chemistry.stackexchange.com
39,974 ;11.876 ;5 ;671 ;8.698 ;20 ;12.147 ;53.987 ;14.8 ;6 ;13 ;13.559 ;232 ;155 ;yes ;1 ;chemistry.stackexchange.com
39,976 ;11.017 ;3 ;675 ;11.002 ;29 ;11.934 ;45.889 ;16 ;7 ;14.148 ;14.757 ;237 ;143 ;yes ;2 ;chemistry.stackexchange.com
39,981 ;6.55 ;1 ;168 ;9.687 ;6 ;8.429 ;56.005 ;11.2 ;3 ;10.746 ;11.208 ;59 ;36 ;yes ;0 ;chemistry.stackexchange.com
39,982 ;5.067 ;0 ;561 ;6.47 ;7 ;5.937 ;80.602 ;7.6 ;9 ;7.83 ;8.167 ;185 ;142 ;no ;0 ;chemistry.stackexchange.com
39,983 ;15.97 ;11 ;1,052 ;14.494 ;43 ;15.696 ;26.614 ;18 ;8 ;15.698 ;16.374 ;363 ;198 ;yes ;2 ;chemistry.stackexchange.com
39,989 ;8.425 ;4 ;244 ;8.864 ;8 ;10.233 ;54.945 ;12.8 ;3 ;11.944 ;12.458 ;88 ;56 ;yes ;1 ;chemistry.stackexchange.com
39,990 ;20.316 ;2 ;1,295 ;10.233 ;49 ;19.904 ;26.911 ;22.8 ;7 ;17.491 ;18.244 ;476 ;293 ;yes ;5 ;chemistry.stackexchange.com
39,992 ;8.418 ;3 ;435 ;7.145 ;10 ;9.408 ;65.725 ;12 ;5 ;10.746 ;11.208 ;151 ;107 ;yes ;1 ;chemistry.stackexchange.com
39,994 ;2.308 ;7 ;686 ;3.355 ;16 ;5.546 ;79.597 ;8.4 ;14 ;8.855 ;9.236 ;256 ;191 ;yes ;0 ;chemistry.stackexchange.com
39,997 ;16.198 ;8 ;737 ;10.996 ;27 ;16.64 ;33.471 ;19.2 ;5 ;15.728 ;16.404 ;269 ;162 ;yes ;3 ;chemistry.stackexchange.com
39,999 ;9.614 ;5 ;2,734 ;10.494 ;102 ;10.401 ;53.334 ;14 ;32 ;12.779 ;13.328 ;940 ;590 ;yes ;0 ;chemistry.stackexchange.com
40,000 ;10.345 ;3 ;1,858 ;8.95 ;63 ;11.347 ;53.548 ;14.4 ;19 ;12.974 ;13.532 ;656 ;425 ;yes ;2 ;chemistry.stackexchange.com
40,001 ;15.176 ;6 ;1,118 ;10.125 ;33 ;14.26 ;49.374 ;17.2 ;8 ;14.124 ;14.732 ;376 ;254 ;yes ;0 ;chemistry.stackexchange.com
40,005 ;3.777 ;2 ;684 ;5.354 ;18 ;6.041 ;75.588 ;9.2 ;13 ;9.445 ;9.851 ;242 ;174 ;yes ;0 ;chemistry.stackexchange.com
40,006 ;9.182 ;5 ;1,061 ;5.679 ;27 ;10.735 ;63.108 ;13.6 ;11 ;11.581 ;12.079 ;388 ;278 ;yes ;1 ;chemistry.stackexchange.com
40,011 ;4.344 ;3 ;553 ;5.803 ;21 ;7.321 ;67.154 ;11.2 ;10 ;10.937 ;11.408 ;205 ;138 ;yes ;0 ;chemistry.stackexchange.com
40,012 ;11.368 ;2 ;1,510 ;8.539 ;69 ;13.182 ;45.208 ;17.6 ;14 ;15.16 ;15.812 ;565 ;351 ;yes ;0 ;chemistry.stackexchange.com
40,013 ;9.929 ;4 ;558 ;9.284 ;24 ;11.892 ;47.206 ;16 ;6 ;13.954 ;14.555 ;206 ;126 ;yes ;1 ;chemistry.stackexchange.com
40,014 ;-1.514 ;2 ;46 ;1.042 ;1 ;2.376 ;89.607 ;5.2 ;2 ;6.873 ;7.169 ;17 ;13 ;yes ;0 ;chemistry.stackexchange.com
40,017 ;15.315 ;5 ;831 ;10.392 ;28 ;14.466 ;44.785 ;18 ;6 ;14.832 ;15.47 ;280 ;180 ;yes ;0 ;chemistry.stackexchange.com
40,018 ;12.284 ;6 ;621 ;12.229 ;35 ;14.702 ;27.063 ;19.2 ;6 ;16.229 ;16.927 ;236 ;126 ;yes ;0 ;chemistry.stackexchange.com
40,019 ;8.202 ;4 ;426 ;10.773 ;15 ;9.646 ;52.92 ;12.4 ;6 ;11.66 ;12.162 ;149 ;91 ;yes ;0 ;chemistry.stackexchange.com
40,021 ;9.92 ;1 ;1,221 ;5.887 ;29 ;10.942 ;63.664 ;14 ;12 ;11.515 ;12.01 ;436 ;317 ;yes ;1 ;chemistry.stackexchange.com
40,024 ;9.218 ;7 ;259 ;12.71 ;11 ;11.233 ;36.792 ;13.6 ;4 ;12.083 ;12.603 ;93 ;50 ;yes ;1 ;chemistry.stackexchange.com
40,026 ;12.958 ;18 ;1,880 ;10.142 ;61 ;13.75 ;42.232 ;15.6 ;16 ;13.695 ;14.284 ;673 ;411 ;yes ;2 ;chemistry.stackexchange.com
40,028 ;9.784 ;6 ;707 ;5.709 ;18 ;11.428 ;60.198 ;14 ;7 ;11.783 ;12.29 ;262 ;185 ;yes ;3 ;chemistry.stackexchange.com
40,030 ;10.732 ;5 ;1,523 ;8.83 ;62 ;12.323 ;48.275 ;16 ;15 ;14.136 ;14.743 ;558 ;350 ;yes ;1 ;chemistry.stackexchange.com
40,031 ;18.764 ;4 ;671 ;13.048 ;22 ;17.405 ;31.277 ;20 ;4 ;15.845 ;16.527 ;228 ;137 ;yes ;1 ;chemistry.stackexchange.com
40,032 ;9.037 ;7 ;3,261 ;8.44 ;124 ;10.093 ;59.337 ;14.4 ;37 ;13.027 ;13.587 ;1,139 ;761 ;yes ;2 ;chemistry.stackexchange.com
40,033 ;11.701 ;3 ;544 ;9.25 ;21 ;12.232 ;51.183 ;16.4 ;5 ;14.225 ;14.837 ;190 ;123 ;yes ;1 ;chemistry.stackexchange.com
40,034 ;7.115 ;1 ;189 ;9.351 ;6 ;8.735 ;56.778 ;10.8 ;3 ;10.746 ;11.208 ;66 ;41 ;yes ;0 ;chemistry.stackexchange.com
40,036 ;5.52 ;7 ;1,130 ;7.315 ;41 ;8.047 ;64.678 ;11.6 ;18 ;11.266 ;11.751 ;413 ;276 ;yes ;0 ;chemistry.stackexchange.com
40,038 ;11.764 ;7 ;970 ;9.773 ;42 ;13.265 ;42.506 ;16.8 ;9 ;14.832 ;15.47 ;356 ;215 ;yes ;1 ;chemistry.stackexchange.com
40,043 ;10.24 ;5 ;1,062 ;9.048 ;39 ;10.885 ;56.207 ;15.2 ;11 ;13.313 ;13.886 ;367 ;242 ;yes ;1 ;chemistry.stackexchange.com
40,044 ;8.937 ;3 ;1,176 ;7.419 ;45 ;11.35 ;52.872 ;14.8 ;13 ;13.19 ;13.758 ;445 ;286 ;yes ;2 ;chemistry.stackexchange.com
40,046 ;7.5 ;1 ;273 ;8.999 ;9 ;8.353 ;61.89 ;12 ;4 ;11.216 ;11.698 ;92 ;60 ;yes ;0 ;chemistry.stackexchange.com
40,048 ;5.892 ;1 ;1,444 ;7.362 ;35 ;7.277 ;71.386 ;10 ;22 ;9.908 ;10.335 ;496 ;352 ;yes ;0 ;chemistry.stackexchange.com
40,049 ;8.983 ;9 ;1,588 ;8.276 ;45 ;10.113 ;59.469 ;12.8 ;18 ;11.66 ;12.162 ;557 ;373 ;yes ;0 ;chemistry.stackexchange.com
40,050 ;8.186 ;2 ;2,453 ;7.32 ;48 ;8.501 ;70.904 ;11.2 ;29 ;10.047 ;10.479 ;814 ;599 ;yes ;1 ;chemistry.stackexchange.com
40,051 ;11.775 ;1 ;1,566 ;8.333 ;48 ;12.157 ;54.595 ;15.6 ;14 ;13.142 ;13.707 ;545 ;367 ;yes ;0 ;chemistry.stackexchange.com
40,057 ;15.332 ;14 ;1,475 ;12.063 ;67 ;15.663 ;31.503 ;19.6 ;11 ;16.518 ;17.228 ;525 ;301 ;yes ;2 ;chemistry.stackexchange.com
40,060 ;2.769 ;4 ;193 ;4.49 ;4 ;5.347 ;79.435 ;7.6 ;4 ;8.477 ;8.842 ;69 ;51 ;yes ;1 ;chemistry.stackexchange.com
40,061 ;44.315 ;0 ;368 ;7.016 ;10 ;38.104 ;-8.921 ;42 ;1 ;20.321 ;21.194 ;134 ;95 ;no ;0 ;chemistry.stackexchange.com
40,063 ;10.869 ;0 ;457 ;11.835 ;16 ;11.199 ;48.253 ;14 ;5 ;12.798 ;13.348 ;155 ;94 ;no ;0 ;chemistry.stackexchange.com
40,064 ;15.674 ;6 ;1,438 ;10.341 ;70 ;16.276 ;36.082 ;21.2 ;10 ;17.491 ;18.244 ;528 ;324 ;yes ;0 ;chemistry.stackexchange.com
40,067 ;6.28 ;5 ;734 ;7.904 ;20 ;7.674 ;68.38 ;10.4 ;11 ;10.385 ;10.832 ;253 ;175 ;yes ;0 ;chemistry.stackexchange.com
40,068 ;9.7 ;7 ;877 ;11.897 ;31 ;10.524 ;48.756 ;13.2 ;11 ;12.195 ;12.719 ;301 ;180 ;yes ;0 ;chemistry.stackexchange.com
40,069 ;7.15 ;4 ;394 ;8.874 ;18 ;10.41 ;46.255 ;13.6 ;6 ;12.487 ;13.024 ;150 ;87 ;yes ;0 ;chemistry.stackexchange.com
40,073 ;10.25 ;10 ;281 ;9.895 ;14 ;12.264 ;43.949 ;16.8 ;3 ;14.832 ;15.47 ;104 ;62 ;yes ;1 ;chemistry.stackexchange.com
40,074 ;9.7 ;7 ;248 ;11.291 ;8 ;10.685 ;49.326 ;12.8 ;3 ;11.944 ;12.458 ;86 ;52 ;yes ;0 ;chemistry.stackexchange.com
40,076 ;8.582 ;4 ;474 ;9.789 ;18 ;9.778 ;56.13 ;13.6 ;6 ;12.487 ;13.024 ;165 ;105 ;yes ;0 ;chemistry.stackexchange.com
40,077 ;4.083 ;4 ;254 ;3.694 ;7 ;7.53 ;73.58 ;10.8 ;4 ;10.246 ;10.686 ;99 ;73 ;yes ;0 ;chemistry.stackexchange.com
40,079 ;3.334 ;2 ;587 ;5.404 ;24 ;7.071 ;66.48 ;11.2 ;12 ;10.746 ;11.208 ;225 ;149 ;yes ;0 ;chemistry.stackexchange.com
40,080 ;9.059 ;5 ;1,664 ;8.657 ;51 ;9.905 ;60.137 ;13.2 ;19 ;11.974 ;12.489 ;574 ;385 ;yes ;3 ;chemistry.stackexchange.com
40,081 ;6.957 ;9 ;586 ;7.679 ;20 ;8.607 ;64.746 ;12.4 ;8 ;11.66 ;12.162 ;207 ;141 ;yes ;0 ;chemistry.stackexchange.com
40,082 ;5.041 ;4 ;362 ;7.889 ;9 ;6.379 ;70.448 ;8.4 ;7 ;9.211 ;9.607 ;122 ;83 ;yes ;0 ;chemistry.stackexchange.com
40,083 ;9.684 ;6 ;523 ;11.82 ;23 ;11.762 ;37.197 ;14.4 ;7 ;12.928 ;13.484 ;190 ;104 ;yes ;0 ;chemistry.stackexchange.com
40,084 ;6.67 ;0 ;388 ;8.17 ;16 ;9.171 ;55.435 ;12.8 ;6 ;11.944 ;12.458 ;142 ;88 ;no ;0 ;chemistry.stackexchange.com
40,085 ;5.8 ;1 ;196 ;9.687 ;6 ;8.172 ;55.178 ;9.6 ;4 ;9.708 ;10.126 ;70 ;42 ;yes ;0 ;chemistry.stackexchange.com
40,086 ;6.83 ;3 ;1,485 ;7.098 ;38 ;8.151 ;69.22 ;11.2 ;20 ;10.55 ;11.004 ;515 ;366 ;yes ;2 ;chemistry.stackexchange.com
40,087 ;2.032 ;1 ;131 ;4.245 ;4 ;5.817 ;74.136 ;8.8 ;3 ;9.325 ;9.726 ;50 ;35 ;yes ;1 ;chemistry.stackexchange.com
40,088 ;9.419 ;4 ;358 ;11.899 ;13 ;10.723 ;43.478 ;12.8 ;5 ;11.832 ;12.341 ;125 ;71 ;yes ;0 ;chemistry.stackexchange.com
40,089 ;4.816 ;1 ;218 ;6.893 ;5 ;5.818 ;76.502 ;8.8 ;4 ;9.124 ;9.516 ;72 ;52 ;yes ;0 ;chemistry.stackexchange.com
40,091 ;6.711 ;12 ;305 ;9.013 ;12 ;8.305 ;59.389 ;12 ;5 ;11.485 ;11.979 ;106 ;67 ;yes ;0 ;chemistry.stackexchange.com
40,092 ;7.845 ;2 ;926 ;6.508 ;20 ;9.095 ;67.743 ;11.6 ;11 ;10.385 ;10.832 ;325 ;234 ;yes ;0 ;chemistry.stackexchange.com
40,093 ;7.525 ;2 ;296 ;10.781 ;13 ;8.512 ;55.763 ;13.2 ;5 ;11.832 ;12.341 ;100 ;61 ;yes ;0 ;chemistry.stackexchange.com
40,094 ;9.452 ;1 ;655 ;10.955 ;25 ;11.136 ;46.171 ;13.6 ;8 ;12.682 ;13.228 ;235 ;139 ;yes ;0 ;chemistry.stackexchange.com
40,095 ;7.051 ;3 ;222 ;10.626 ;9 ;10.186 ;42.515 ;12 ;4 ;11.216 ;11.698 ;83 ;46 ;yes ;0 ;chemistry.stackexchange.com
40,098 ;9.213 ;2 ;367 ;7.764 ;10 ;9.483 ;66.257 ;13.2 ;4 ;11.66 ;12.162 ;123 ;88 ;yes ;2 ;chemistry.stackexchange.com
40,099 ;12.189 ;2 ;1,242 ;9.326 ;41 ;12.332 ;51.984 ;15.6 ;11 ;13.574 ;14.158 ;427 ;280 ;yes ;0 ;chemistry.stackexchange.com
40,100 ;6.203 ;3 ;195 ;8.168 ;6 ;9.116 ;57.015 ;11.2 ;3 ;10.746 ;11.208 ;73 ;46 ;yes ;0 ;chemistry.stackexchange.com
40,105 ;8.64 ;2 ;639 ;9.705 ;19 ;9.116 ;61.323 ;12 ;8 ;11.441 ;11.933 ;214 ;142 ;yes ;0 ;chemistry.stackexchange.com
40,106 ;1.98 ;1 ;104 ;4.723 ;6 ;9.367 ;38.595 ;12.4 ;4 ;9.708 ;10.126 ;46 ;24 ;yes ;0 ;chemistry.stackexchange.com
40,107 ;8.944 ;2 ;748 ;9.582 ;28 ;10.442 ;53.249 ;13.6 ;9 ;12.661 ;13.205 ;266 ;167 ;yes ;0 ;chemistry.stackexchange.com
40,109 ;14.776 ;4 ;544 ;10.25 ;24 ;16.837 ;29.121 ;19.6 ;4 ;16.416 ;17.122 ;213 ;123 ;yes ;1 ;chemistry.stackexchange.com
40,112 ;3.873 ;3 ;185 ;6.965 ;6 ;5.595 ;74.538 ;9.6 ;4 ;9.708 ;10.126 ;63 ;44 ;yes ;0 ;chemistry.stackexchange.com
40,113 ;26.953 ;4 ;497 ;14.379 ;20 ;23.64 ;11.956 ;27.2 ;2 ;20.321 ;21.194 ;167 ;97 ;yes ;3 ;chemistry.stackexchange.com
40,115 ;14.168 ;8 ;1,579 ;9.75 ;63 ;15.075 ;41.012 ;18.8 ;12 ;15.55 ;16.219 ;581 ;364 ;yes ;6 ;chemistry.stackexchange.com
40,116 ;11.077 ;7 ;1,821 ;13.933 ;93 ;12.608 ;32.927 ;16.4 ;22 ;14.261 ;14.875 ;651 ;349 ;yes ;0 ;chemistry.stackexchange.com
40,119 ;23.799 ;4 ;651 ;13.248 ;27 ;22.488 ;12.202 ;25.6 ;3 ;19.432 ;20.267 ;234 ;132 ;yes ;2 ;chemistry.stackexchange.com
40,120 ;11.788 ;5 ;3,487 ;6.795 ;102 ;13.271 ;53.881 ;16.4 ;30 ;13.1 ;13.663 ;1,313 ;909 ;yes ;2 ;chemistry.stackexchange.com
40,122 ;6.534 ;4 ;540 ;8.244 ;19 ;7.883 ;66.82 ;11.6 ;8 ;11.441 ;11.933 ;186 ;127 ;yes ;1 ;chemistry.stackexchange.com
40,127 ;10.777 ;4 ;1,669 ;7.962 ;52 ;11.653 ;55.709 ;14.8 ;16 ;12.874 ;13.428 ;591 ;397 ;yes ;0 ;chemistry.stackexchange.com
40,131 ;8.087 ;4 ;790 ;11.465 ;37 ;9.44 ;49.164 ;14 ;13 ;12.24 ;12.767 ;273 ;159 ;yes ;0 ;chemistry.stackexchange.com
40,133 ;3.943 ;3 ;406 ;6.113 ;6 ;4.625 ;84.168 ;7.2 ;8 ;7.743 ;8.076 ;130 ;100 ;yes ;0 ;chemistry.stackexchange.com
40,137 ;14.614 ;11 ;1,707 ;10.671 ;65 ;15.347 ;35.179 ;18 ;13 ;15.247 ;15.903 ;619 ;366 ;yes ;3 ;chemistry.stackexchange.com
40,138 ;0.306 ;4 ;116 ;2.295 ;2 ;3.754 ;88.338 ;6.4 ;3 ;7.472 ;7.794 ;43 ;34 ;yes ;0 ;chemistry.stackexchange.com
40,139 ;5.622 ;5 ;632 ;5.358 ;17 ;7.213 ;76.599 ;11.2 ;9 ;10.528 ;10.981 ;221 ;168 ;yes ;0 ;chemistry.stackexchange.com
40,140 ;9.204 ;8 ;1,381 ;9.355 ;57 ;11.038 ;50.549 ;14.8 ;16 ;13.338 ;13.912 ;502 ;311 ;yes ;0 ;chemistry.stackexchange.com
40,141 ;8.998 ;1 ;1,891 ;7.733 ;62 ;10.593 ;57.619 ;13.6 ;21 ;12.411 ;12.945 ;683 ;454 ;yes ;0 ;chemistry.stackexchange.com
40,143 ;16.127 ;4 ;896 ;6.468 ;31 ;16.893 ;44.305 ;20.8 ;6 ;15.45 ;16.114 ;343 ;237 ;yes ;4 ;chemistry.stackexchange.com
40,145 ;4.445 ;2 ;655 ;5.894 ;15 ;6.471 ;76.192 ;9.2 ;11 ;9.396 ;9.8 ;231 ;170 ;yes ;1 ;chemistry.stackexchange.com
40,147 ;5.977 ;0 ;213 ;6.01 ;9 ;8.509 ;66.71 ;13.6 ;3 ;12.487 ;13.024 ;79 ;55 ;no ;1 ;chemistry.stackexchange.com
40,148 ;13.543 ;14 ;1,290 ;11.872 ;51 ;13.932 ;38.084 ;17.2 ;11 ;14.794 ;15.43 ;452 ;265 ;yes ;0 ;chemistry.stackexchange.com
40,149 ;4.282 ;4 ;174 ;4.975 ;4 ;7.567 ;67.53 ;9.2 ;3 ;9.325 ;9.726 ;66 ;45 ;yes ;0 ;chemistry.stackexchange.com
40,150 ;2.707 ;0 ;106 ;6.174 ;2 ;6.068 ;66.401 ;6.4 ;3 ;7.472 ;7.794 ;39 ;25 ;no ;0 ;chemistry.stackexchange.com
40,152 ;6.703 ;8 ;405 ;4.125 ;13 ;9.863 ;64.956 ;13.2 ;5 ;11.832 ;12.341 ;160 ;114 ;yes ;0 ;chemistry.stackexchange.com
40,156 ;7.698 ;1 ;401 ;9.664 ;17 ;9.758 ;50.631 ;13.2 ;6 ;12.22 ;12.745 ;144 ;86 ;yes ;0 ;chemistry.stackexchange.com
40,157 ;7.801 ;-2 ;414 ;6.874 ;14 ;9.743 ;61.901 ;13.2 ;5 ;12.165 ;12.688 ;151 ;103 ;no ;0 ;chemistry.stackexchange.com
40,159 ;15.949 ;-2 ;2,719 ;11.955 ;124 ;15.968 ;34.669 ;20.4 ;19 ;16.992 ;17.723 ;964 ;577 ;no ;0 ;chemistry.stackexchange.com
40,161 ;7.081 ;0 ;248 ;4.681 ;11 ;11.124 ;55.684 ;15.2 ;3 ;13.488 ;14.068 ;103 ;68 ;no ;2 ;chemistry.stackexchange.com
40,163 ;23.378 ;3 ;1,278 ;12.931 ;62 ;22.518 ;11.396 ;26.4 ;6 ;20.607 ;21.493 ;468 ;262 ;yes ;4 ;chemistry.stackexchange.com
40,166 ;17.524 ;16 ;3,665 ;11.083 ;127 ;16.894 ;36.123 ;19.6 ;23 ;15.871 ;16.553 ;1,284 ;803 ;yes ;0 ;chemistry.stackexchange.com
40,167 ;9.132 ;3 ;401 ;10.664 ;17 ;11.562 ;42.803 ;14.4 ;5 ;13.1 ;13.663 ;149 ;86 ;yes ;2 ;chemistry.stackexchange.com
40,169 ;19.417 ;3 ;1,398 ;12.692 ;56 ;18.342 ;27.9 ;22 ;8 ;17.491 ;18.244 ;486 ;289 ;yes ;4 ;chemistry.stackexchange.com
40,170 ;7.239 ;1 ;466 ;7.067 ;13 ;8.815 ;65.998 ;12 ;6 ;11.062 ;11.538 ;165 ;115 ;yes ;0 ;chemistry.stackexchange.com
40,173 ;12.596 ;4 ;718 ;7.931 ;27 ;14.295 ;43.339 ;17.2 ;6 ;14.619 ;15.248 ;272 ;171 ;yes ;1 ;chemistry.stackexchange.com
40,174 ;9.728 ;1 ;364 ;9.346 ;11 ;10.537 ;56.032 ;13.2 ;4 ;12.083 ;12.603 ;126 ;82 ;yes ;3 ;chemistry.stackexchange.com
40,175 ;11.702 ;2 ;679 ;7.438 ;19 ;12.442 ;54.843 ;15.2 ;6 ;12.747 ;13.295 ;242 ;165 ;yes ;0 ;chemistry.stackexchange.com
40,176 ;14.397 ;6 ;1,278 ;11.183 ;59 ;15.167 ;34.233 ;18.8 ;10 ;16.304 ;17.005 ;462 ;269 ;yes ;4 ;chemistry.stackexchange.com
40,177 ;6.335 ;2 ;839 ;7.542 ;22 ;7.688 ;66.662 ;10.4 ;13 ;10.125 ;10.561 ;288 ;195 ;yes ;0 ;chemistry.stackexchange.com
40,178 ;8.786 ;5 ;1,449 ;9.871 ;61 ;10.186 ;53.695 ;14.4 ;18 ;13.083 ;13.646 ;511 ;320 ;yes ;0 ;chemistry.stackexchange.com
40,180 ;10.051 ;5 ;352 ;10.844 ;19 ;12.019 ;42.292 ;17.2 ;4 ;14.937 ;15.58 ;129 ;75 ;yes ;0 ;chemistry.stackexchange.com
40,181 ;5.061 ;4 ;287 ;6.699 ;9 ;6.209 ;75.124 ;10.4 ;5 ;10.348 ;10.794 ;96 ;69 ;yes ;0 ;chemistry.stackexchange.com
